日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2018-03-16,09:30:00,股票,上海医药(601607.XSHG),卖,市价单,-500股,23.17,-11585,-500股,-,250,16.58,全部成交,2018-03-16 09:30:00
2018-03-16,09:30:00,股票,海大集团(002311.XSHE),卖,市价单,-500股,22.71,-11355,-500股,-,-20,16.36,全部成交,2018-03-16 09:30:00
2018-03-16,09:30:00,股票,同仁堂(600085.XSHG),卖,市价单,-300股,33.09,-9927,-300股,-,162,14.93,全部成交,2018-03-16 09:30:00
2018-03-16,09:30:00,股票,合盛硅业(603260.XSHG),卖,市价单,-100股,60.5,-6050,-100股,-,-85,11.05,全部成交,2018-03-16 09:30:00
2018-03-16,09:30:00,股票,温氏股份(300498.XSHE),卖,市价单,-1800股,21.73,-39114,-1800股,-,-1404,48.89,全部成交,2018-03-16 09:30:00
2018-03-16,09:30:00,股票,格力电器(000651.XSHE),买,市价单,1000股,53.78,53780,1000股,-,0,13.44,全部成交,2018-03-16 09:30:00
2018-03-16,09:30:00,股票,山西汾酒(600809.XSHG),买,市价单,900股,58.31,52479,900股,-,0,13.12,全部成交,2018-03-16 09:30:00
2018-03-19,09:30:00,股票,紫金矿业(601899.XSHG),卖,市价单,-2300股,4.66,-10718,-2300股,-,-276,15.72,全部成交,2018-03-19 09:30:00
2018-03-20,09:30:00,股票,中远海控(601919.XSHG),卖,市价单,-1700股,6.24,-10608,-1700股,-,-102,15.61,全部成交,2018-03-20 09:30:00
2018-03-20,09:30:00,股票,北新建材(000786.XSHE),卖,市价单,-400股,24.24,-9696,-400股,-,112,14.7,全部成交,2018-03-20 09:30:00
2018-03-20,09:30:00,股票,格力电器(000651.XSHE),卖,市价单,-1000股,52.6,-52600,-1000股,-,-1180,65.75,全部成交,2018-03-20 09:30:00
2018-03-20,09:30:00,股票,华润三九(000999.XSHE),买,市价单,2100股,25.8,54180,2100股,-,0,13.54,全部成交,2018-03-20 09:30:00
2018-03-21,09:30:00,股票,东方财富(300059.XSHE),卖,市价单,-3700股,16,-59200,-3700股,-,3330,74,全部成交,2018-03-21 09:30:00
2018-03-21,09:30:00,股票,中国石油(601857.XSHG),买,市价单,6900股,8.11,55959,6900股,-,0,13.99,全部成交,2018-03-21 09:30:00
2018-03-22,09:30:00,股票,中国化学(601117.XSHG),卖,市价单,-300股,7.23,-2169,-300股,-,108,7.17,全部成交,2018-03-22 09:30:00
2018-03-22,09:30:00,股票,中金黄金(600489.XSHG),买,市价单,6200股,9.05,56110,6200股,-,0,14.03,全部成交,2018-03-22 09:30:00
2018-03-22,09:30:00,股票,通威股份(600438.XSHG),买,市价单,5000股,11.08,55400,5000股,-,0,13.85,全部成交,2018-03-22 09:30:00
2018-03-22,09:30:00,股票,隆基股份(601012.XSHG),买,市价单,1100股,35.88,39468,1100股,-,0,9.87,全部成交,2018-03-22 09:30:00
2018-03-23,09:30:00,股票,泸州老窖(000568.XSHE),卖,市价单,-200股,55.31,-11062,-200股,-,-966,16.06,全部成交,2018-03-23 09:30:00
2018-03-23,09:30:00,股票,山西汾酒(600809.XSHG),卖,市价单,-900股,56.8,-51120,-900股,-,-1359,63.9,全部成交,2018-03-23 09:30:00
2018-03-23,09:30:00,股票,中国石油(601857.XSHG),卖,市价单,-6900股,7.92,-54648,-6900股,-,-1311,68.31,全部成交,2018-03-23 09:30:00
2018-03-23,09:30:00,股票,通威股份(600438.XSHG),卖,市价单,-5000股,10.45,-52250,-5000股,-,-3150,65.31,全部成交,2018-03-23 09:30:00
2018-03-23,09:30:00,股票,隆基股份(601012.XSHG),卖,市价单,-1100股,34.05,-37455,-1100股,-,-2013,46.82,全部成交,2018-03-23 09:30:00
2018-03-23,09:30:00,股票,中国国航(601111.XSHG),买,市价单,4900股,11.01,53949,4900股,-,0,13.49,全部成交,2018-03-23 09:30:00
2018-03-23,09:30:00,股票,伊利股份(600887.XSHG),买,市价单,1900股,27.86,52934,1900股,-,0,13.23,全部成交,2018-03-23 09:30:00
2018-03-23,09:30:00,股票,中海油服(601808.XSHG),买,市价单,4900股,11.08,54292,4900股,-,0,13.57,全部成交,2018-03-23 09:30:00
2018-03-26,09:30:00,股票,华润三九(000999.XSHE),卖,市价单,-2100股,25.26,-53046,-2100股,-,-1134,66.31,全部成交,2018-03-26 09:30:00
2018-03-26,09:30:00,股票,中国船舶(600150.XSHG),买,市价单,2700股,16.5,44550,2700股,-,0,11.14,全部成交,2018-03-26 09:30:00
2018-03-26,09:30:00,股票,西山煤电(000983.XSHE),买,市价单,7100股,7.54,53534,7100股,-,0,13.38,全部成交,2018-03-26 09:30:00
2018-03-26,09:30:00,股票,大冶特钢(000708.XSHE),买,市价单,300股,9.91,2973,300股,-,0,5,全部成交,2018-03-26 09:30:00
2018-03-26,09:30:00,股票,沪电股份(002463.XSHE),买,市价单,100股,4.05,405,100股,-,0,5,全部成交,2018-03-26 09:30:00
2018-03-29,09:30:00,股票,伊利股份(600887.XSHG),卖,市价单,-1900股,27.08,-51452,-1900股,-,-1482,64.32,全部成交,2018-03-29 09:30:00
2018-03-29,09:30:00,股票,青岛海尔(600690.XSHG),买,市价单,2800股,17.3,48440,2800股,-,0,12.11,全部成交,2018-03-29 09:30:00
2018-03-29,09:30:00,股票,双汇发展(000895.XSHE),买,市价单,100股,24.85,2485,100股,-,0,5,全部成交,2018-03-29 09:30:00
2018-03-30,09:30:00,股票,华电国际(600027.XSHG),买,市价单,100股,3.8,380,100股,-,0,5,全部成交,2018-03-30 09:30:00
2018-04-02,09:30:00,股票,中金黄金(600489.XSHG),卖,市价单,-6200股,9.31,-57722,-6200股,-,1612,72.15,全部成交,2018-04-02 09:30:00
2018-04-02,09:30:00,股票,菲利华(300395.XSHE),买,市价单,3600股,14.96,53856,3600股,-,0,13.46,全部成交,2018-04-02 09:30:00
2018-04-02,09:30:00,股票,士兰微(600460.XSHG),买,市价单,200股,16.28,3256,200股,-,0,5,全部成交,2018-04-02 09:30:00
2018-04-03,09:30:00,股票,中国国航(601111.XSHG),卖,市价单,-4900股,11.58,-56742,-4900股,-,2793,70.93,全部成交,2018-04-03 09:30:00
2018-04-03,09:30:00,股票,中海油服(601808.XSHG),卖,市价单,-4900股,11.25,-55125,-4900股,-,833,68.91,全部成交,2018-04-03 09:30:00
2018-04-03,09:30:00,股票,双汇发展(000895.XSHE),卖,市价单,-100股,24.28,-2428,-100股,-,-57,7.43,全部成交,2018-04-03 09:30:00
2018-04-03,09:30:00,股票,华电国际(600027.XSHG),卖,市价单,-100股,3.72,-372,-100股,-,-8,5.37,全部成交,2018-04-03 09:30:00
2018-04-03,09:30:00,股票,菲利华(300395.XSHE),卖,市价单,-3600股,14.32,-51552,-3600股,-,-2304,64.44,全部成交,2018-04-03 09:30:00
2018-04-03,09:30:00,股票,士兰微(600460.XSHG),卖,市价单,-200股,15.78,-3156,-200股,-,-100,8.16,全部成交,2018-04-03 09:30:00
2018-04-03,09:30:00,股票,华泰证券(601688.XSHG),买,市价单,3100股,17.53,54343,3100股,-,0,13.59,全部成交,2018-04-03 09:30:00
2018-04-03,09:30:00,股票,温氏股份(300498.XSHE),买,市价单,2500股,21.59,53975,2500股,-,0,13.49,全部成交,2018-04-03 09:30:00
2018-04-03,09:30:00,股票,新易盛(300502.XSHE),买,市价单,2200股,24.52,53944,2200股,-,0,13.49,全部成交,2018-04-03 09:30:00
2018-04-03,09:30:00,股票,光启技术(002625.XSHE),买,市价单,200股,27.43,5486,200股,-,0,5,全部成交,2018-04-03 09:30:00
2018-04-04,09:30:00,股票,中国船舶(600150.XSHG),卖,市价单,-2700股,20.14,-54378,-2700股,-,9828,67.97,全部成交,2018-04-04 09:30:00
2018-04-04,09:30:00,股票,西山煤电(000983.XSHE),卖,市价单,-7100股,7.73,-54883,-7100股,-,1349,68.6,全部成交,2018-04-04 09:30:00
2018-04-04,09:30:00,股票,大冶特钢(000708.XSHE),卖,市价单,-300股,10.33,-3099,-300股,-,126,8.1,全部成交,2018-04-04 09:30:00
2018-04-04,09:30:00,股票,沪电股份(002463.XSHE),卖,市价单,-100股,4.33,-433,-100股,-,28,5.43,全部成交,2018-04-04 09:30:00
2018-04-04,09:30:00,股票,分众传媒(002027.XSHE),买,市价单,100股,12.04,1204,100股,-,0,5,全部成交,2018-04-04 09:30:00
2018-04-04,09:30:00,股票,中国交建(601800.XSHG),买,市价单,4300股,13.12,56416,4300股,-,0,14.1,全部成交,2018-04-04 09:30:00
2018-04-04,09:30:00,股票,国电南瑞(600406.XSHG),买,市价单,3100股,16.95,52545,3100股,-,0,13.14,全部成交,2018-04-04 09:30:00
2018-04-04,09:30:00,股票,海螺水泥(600585.XSHG),买,市价单,100股,34,3400,100股,-,0,5,全部成交,2018-04-04 09:30:00
2018-04-09,09:30:00,股票,新易盛(300502.XSHE),卖,市价单,-2200股,24,-52800,-2200股,-,-1144,66,全部成交,2018-04-09 09:30:00
2018-04-09,09:30:00,股票,光启技术(002625.XSHE),卖,市价单,-200股,25.9,-5180,-200股,-,-306,10.18,全部成交,2018-04-09 09:30:00
2018-04-09,09:30:00,股票,海螺水泥(600585.XSHG),卖,市价单,-100股,33.1,-3310,-100股,-,-90,8.31,全部成交,2018-04-09 09:30:00
2018-04-09,09:30:00,股票,上港集团(600018.XSHG),买,市价单,100股,7.35,735,100股,-,0,5,全部成交,2018-04-09 09:30:00
2018-04-09,09:30:00,股票,今世缘(603369.XSHG),买,市价单,3300股,16.85,55605,3300股,-,0,13.9,全部成交,2018-04-09 09:30:00
2018-04-09,09:30:00,股票,伊利股份(600887.XSHG),买,市价单,100股,29.9,2990,100股,-,0,5,全部成交,2018-04-09 09:30:00
2018-04-10,09:30:00,股票,分众传媒(002027.XSHE),卖,市价单,-100股,11.68,-1168,-100股,-,-36,6.17,全部成交,2018-04-10 09:30:00
2018-04-10,09:30:00,股票,国电南瑞(600406.XSHG),卖,市价单,-3100股,16.5,-51150,-3100股,-,-1395,63.94,全部成交,2018-04-10 09:30:00
2018-04-10,09:30:00,股票,伊利股份(600887.XSHG),卖,市价单,-100股,28.75,-2875,-100股,-,-115,7.88,全部成交,2018-04-10 09:30:00
2018-04-10,09:30:00,股票,分众传媒(002027.XSHE),买,市价单,200股,11.68,2336,200股,-,0,5,全部成交,2018-04-10 09:30:00
2018-04-10,09:30:00,股票,卫星石化(002648.XSHE),买,市价单,3700股,14.23,52651,3700股,-,0,13.16,全部成交,2018-04-10 09:30:00
2018-04-10,09:30:00,股票,领益智造(002600.XSHE),买,市价单,400股,6.8,2720,400股,-,0,5,全部成交,2018-04-10 09:30:00
2018-04-11,09:30:00,股票,青岛海尔(600690.XSHG),卖,市价单,-2800股,18.23,-51044,-2800股,-,2604,63.81,全部成交,2018-04-11 09:30:00
2018-04-11,09:30:00,股票,招商轮船(601872.XSHG),买,市价单,3000股,3.79,11370,3000股,-,0,5,全部成交,2018-04-11 09:30:00
2018-04-11,09:30:00,股票,中远海能(600026.XSHG),买,市价单,2000股,5.52,11040,2000股,-,0,5,全部成交,2018-04-11 09:30:00
2018-04-11,09:30:00,股票,建设银行(601939.XSHG),买,市价单,1400股,7.82,10948,1400股,-,0,5,全部成交,2018-04-11 09:30:00
2018-04-11,09:30:00,股票,中国铁建(601186.XSHG),买,市价单,1100股,10.09,11099,1100股,-,0,5,全部成交,2018-04-11 09:30:00
2018-04-11,09:30:00,股票,平安银行(000001.XSHE),买,市价单,500股,11.39,5695,500股,-,0,5,全部成交,2018-04-11 09:30:00
2018-04-12,09:30:00,股票,光大银行(601818.XSHG),买,市价单,200股,4.16,832,200股,-,0,5,全部成交,2018-04-12 09:30:00
2018-04-16,09:30:00,股票,华泰证券(601688.XSHG),卖,市价单,-3100股,17.42,-54002,-3100股,-,-341,67.5,全部成交,2018-04-16 09:30:00
2018-04-16,09:30:00,股票,温氏股份(300498.XSHE),卖,市价单,-2500股,21,-52500,-2500股,-,-1475,65.62,全部成交,2018-04-16 09:30:00
2018-04-16,09:30:00,股票,上港集团(600018.XSHG),卖,市价单,-100股,7.2,-720,-100股,-,-15,5.72,全部成交,2018-04-16 09:30:00
2018-04-16,09:30:00,股票,中远海能(600026.XSHG),卖,市价单,-2000股,5.4,-10800,-2000股,-,-240,15.8,全部成交,2018-04-16 09:30:00
2018-04-16,09:30:00,股票,建设银行(601939.XSHG),卖,市价单,-1400股,7.55,-10570,-1400股,-,-378,15.57,全部成交,2018-04-16 09:30:00
2018-04-16,09:30:00,股票,光大银行(601818.XSHG),卖,市价单,-200股,4.07,-814,-200股,-,-18,5.81,全部成交,2018-04-16 09:30:00
2018-04-17,09:30:00,股票,中国交建(601800.XSHG),卖,市价单,-4300股,13.31,-57233,-4300股,-,817,71.54,全部成交,2018-04-17 09:30:00
2018-04-17,09:30:00,股票,招商轮船(601872.XSHG),卖,市价单,-3000股,3.7,-11100,-3000股,-,-270,16.1,全部成交,2018-04-17 09:30:00
2018-04-17,09:30:00,股票,中国铁建(601186.XSHG),卖,市价单,-1100股,9.83,-10813,-1100股,-,-286,15.81,全部成交,2018-04-17 09:30:00
2018-04-17,09:30:00,股票,平安银行(000001.XSHE),卖,市价单,-500股,11.12,-5560,-500股,-,-135,10.56,全部成交,2018-04-17 09:30:00
2018-04-17,09:30:00,股票,用友网络(600588.XSHG),买,市价单,1400股,37.59,52626,1400股,-,0,13.16,全部成交,2018-04-17 09:30:00
2018-04-17,09:30:00,股票,中科曙光(603019.XSHG),买,市价单,1000股,54.31,54310,1000股,-,0,13.58,全部成交,2018-04-17 09:30:00
2018-04-17,09:30:00,股票,中际旭创(300308.XSHE),买,市价单,600股,81.3,48780,600股,-,0,12.2,全部成交,2018-04-17 09:30:00
2018-04-18,09:30:00,股票,今世缘(603369.XSHG),卖,市价单,-3300股,17.34,-57222,-3300股,-,1617,71.53,全部成交,2018-04-18 09:30:00
2018-04-18,09:30:00,股票,分众传媒(002027.XSHE),卖,市价单,-200股,11.32,-2264,-200股,-,-72,7.26,全部成交,2018-04-18 09:30:00
2018-04-18,09:30:00,股票,领益智造(002600.XSHE),卖,市价单,-400股,6.58,-2632,-400股,-,-88,7.63,全部成交,2018-04-18 09:30:00
2018-04-18,09:30:00,股票,用友网络(600588.XSHG),卖,市价单,-1400股,36,-50400,-1400股,-,-2226,63,全部成交,2018-04-18 09:30:00
2018-04-18,09:30:00,股票,中科曙光(603019.XSHG),卖,市价单,-1000股,53,-53000,-1000股,-,-1310,66.25,全部成交,2018-04-18 09:30:00
2018-04-18,09:30:00,股票,中际旭创(300308.XSHE),卖,市价单,-600股,69.1,-41460,-600股,-,-7320,51.82,全部成交,2018-04-18 09:30:00
2018-04-18,09:30:00,股票,新华保险(601336.XSHG),买,市价单,1200股,42.03,50436,1200股,-,0,12.61,全部成交,2018-04-18 09:30:00
2018-04-18,09:30:00,股票,复星医药(600196.XSHG),买,市价单,1400股,38.6,54040,1400股,-,0,13.51,全部成交,2018-04-18 09:30:00
2018-04-18,09:30:00,股票,中国巨石(600176.XSHG),买,市价单,3900股,13.79,53781,3900股,-,0,13.45,全部成交,2018-04-18 09:30:00
2018-04-18,09:30:00,股票,华友钴业(603799.XSHG),买,市价单,500股,100.2,50100,500股,-,0,12.52,全部成交,2018-04-18 09:30:00
2018-04-18,09:30:00,股票,云铝股份(000807.XSHE),买,市价单,6600股,8.1,53460,6600股,-,0,13.36,全部成交,2018-04-18 09:30:00
2018-04-18,09:30:00,股票,国泰君安(601211.XSHG),买,市价单,100股,17.6,1760,100股,-,0,5,全部成交,2018-04-18 09:30:00
2018-04-19,09:30:00,股票,卫星石化(002648.XSHE),卖,市价单,-3700股,13.9,-51430,-3700股,-,-895.4,64.29,全部成交,2018-04-19 09:30:00
2018-04-19,09:30:00,股票,复星医药(600196.XSHG),卖,市价单,-1400股,37.62,-52668,-1400股,-,-1372,65.83,全部成交,2018-04-19 09:30:00
2018-04-19,09:30:00,股票,京东方A(000725.XSHE),买,市价单,11500股,4.68,53820,11500股,-,0,13.46,全部成交,2018-04-19 09:30:00
2018-04-19,09:30:00,股票,分众传媒(002027.XSHE),买,市价单,4500股,10.84,48780,4500股,-,0,12.2,全部成交,2018-04-19 09:30:00
2018-04-19,09:30:00,股票,沪电股份(002463.XSHE),买,市价单,600股,4.4,2640,600股,-,0,5,全部成交,2018-04-19 09:30:00
2018-04-20,09:30:00,股票,沪电股份(002463.XSHE),卖,市价单,-600股,4.26,-2556,-600股,-,-84,7.56,全部成交,2018-04-20 09:30:00
2018-04-20,09:30:00,股票,铜陵有色(000630.XSHE),买,市价单,1000股,2.61,2610,1000股,-,0,5,全部成交,2018-04-20 09:30:00
2018-04-20,09:30:00,股票,南山铝业(600219.XSHG),买,市价单,100股,3.31,331,100股,-,0,5,全部成交,2018-04-20 09:30:00
2018-04-23,09:30:00,股票,新华保险(601336.XSHG),卖,市价单,-1200股,41.16,-49392,-1200股,-,-1044,61.74,全部成交,2018-04-23 09:30:00
2018-04-23,09:30:00,股票,国泰君安(601211.XSHG),卖,市价单,-100股,17.01,-1701,-100股,-,-59,6.7,全部成交,2018-04-23 09:30:00
2018-04-23,09:30:00,股票,京东方A(000725.XSHE),卖,市价单,-11500股,4.48,-51520,-11500股,-,-2300,64.4,全部成交,2018-04-23 09:30:00
2018-04-23,09:30:00,股票,分众传媒(002027.XSHE),卖,市价单,-4500股,10.36,-46620,-4500股,-,-2160,58.28,全部成交,2018-04-23 09:30:00
2018-04-23,09:30:00,股票,南山铝业(600219.XSHG),卖,市价单,-100股,3.21,-321,-100股,-,-10,5.32,全部成交,2018-04-23 09:30:00
2018-04-23,09:30:00,股票,生益科技(600183.XSHG),买,市价单,700股,14.1,9870,700股,-,0,5,全部成交,2018-04-23 09:30:00
2018-04-23,09:30:00,股票,广汽集团(601238.XSHG),买,市价单,600股,17.02,10212,600股,-,0,5,全部成交,2018-04-23 09:30:00
2018-04-23,09:30:00,股票,歌尔股份(002241.XSHE),买,市价单,800股,11.89,9512,800股,-,0,5,全部成交,2018-04-23 09:30:00
2018-04-23,09:30:00,股票,招商轮船(601872.XSHG),买,市价单,2800股,3.72,10416,2800股,-,0,5,全部成交,2018-04-23 09:30:00
2018-04-24,09:30:00,股票,云铝股份(000807.XSHE),卖,市价单,-6600股,7.66,-50556,-6600股,-,-2904,63.2,全部成交,2018-04-24 09:30:00
2018-04-24,09:30:00,股票,歌尔股份(002241.XSHE),卖,市价单,-800股,11.14,-8912,-800股,-,-600,13.91,全部成交,2018-04-24 09:30:00
2018-04-24,09:30:00,股票,歌尔股份(002241.XSHE),买,市价单,900股,11.14,10026,900股,-,0,5,全部成交,2018-04-24 09:30:00
2018-04-24,09:30:00,股票,立讯精密(002475.XSHE),买,市价单,500股,20.05,10025,500股,-,0,5,全部成交,2018-04-24 09:30:00
2018-04-24,09:30:00,股票,长盈精密(300115.XSHE),买,市价单,600股,15.07,9042,600股,-,0,5,全部成交,2018-04-24 09:30:00
2018-04-24,09:30:00,股票,拓普集团(601689.XSHG),买,市价单,500股,18.4,9200,500股,-,0,5,全部成交,2018-04-24 09:30:00
2018-04-24,09:30:00,股票,领益智造(002600.XSHE),买,市价单,1700股,6.15,10455,1700股,-,0,5,全部成交,2018-04-24 09:30:00
2018-04-24,09:30:00,股票,蓝思科技(300433.XSHE),买,市价单,500股,19.96,9980,500股,-,0,5,全部成交,2018-04-24 09:30:00
2018-04-24,09:30:00,股票,中际旭创(300308.XSHE),买,市价单,100股,62.93,6293,100股,-,0,5,全部成交,2018-04-24 09:30:00
2018-04-24,09:30:00,股票,信维通信(300136.XSHE),买,市价单,300股,30.59,9177,300股,-,0,5,全部成交,2018-04-24 09:30:00
2018-04-24,09:30:00,股票,中国联通(600050.XSHG),买,市价单,1800股,5.58,10044,1800股,-,0,5,全部成交,2018-04-24 09:30:00
2018-04-25,09:30:00,股票,四川路桥(600039.XSHG),买,市价单,2800股,3.71,10388,2800股,-,0,5,全部成交,2018-04-25 09:30:00
2018-04-25,09:30:00,股票,中远海能(600026.XSHG),买,市价单,1900股,5.4,10260,1900股,-,0,5,全部成交,2018-04-25 09:30:00
2018-04-25,09:30:00,股票,中国中铁(601390.XSHG),买,市价单,1400股,7.4,10360,1400股,-,0,5,全部成交,2018-04-25 09:30:00
2018-04-25,09:30:00,股票,建设银行(601939.XSHG),买,市价单,1400股,7.53,10542,1400股,-,0,5,全部成交,2018-04-25 09:30:00
2018-04-25,09:30:00,股票,中国铁建(601186.XSHG),买,市价单,1000股,9.85,9850,1000股,-,0,5,全部成交,2018-04-25 09:30:00
2018-04-25,09:30:00,股票,大冶特钢(000708.XSHE),买,市价单,1000股,10.18,10180,1000股,-,0,5,全部成交,2018-04-25 09:30:00
2018-04-25,09:30:00,股票,新奥股份(600803.XSHG),买,市价单,800股,12,9600,800股,-,0,5,全部成交,2018-04-25 09:30:00
2018-04-27,09:30:00,股票,中国巨石(600176.XSHG),卖,市价单,-3900股,14.25,-55575,-3900股,-,1794,69.47,全部成交,2018-04-27 09:30:00
2018-04-27,09:30:00,股票,华友钴业(603799.XSHG),卖,市价单,-500股,106.85,-53425,-500股,-,3325,66.78,全部成交,2018-04-27 09:30:00
2018-04-27,09:30:00,股票,生益科技(600183.XSHG),卖,市价单,-700股,13.15,-9205,-700股,-,-665,14.2,全部成交,2018-04-27 09:30:00
2018-04-27,09:30:00,股票,中远海能(600026.XSHG),卖,市价单,-1900股,5.27,-10013,-1900股,-,-247,15.01,全部成交,2018-04-27 09:30:00
2018-04-27,09:30:00,股票,卫星石化(002648.XSHE),买,市价单,800股,12.14,9712,800股,-,0,5,全部成交,2018-04-27 09:30:00
2018-04-27,09:30:00,股票,生益科技(600183.XSHG),买,市价单,800股,13.15,10520,800股,-,0,5,全部成交,2018-04-27 09:30:00
2018-04-27,09:30:00,股票,国轩高科(002074.XSHE),买,市价单,600股,16.76,10056,600股,-,0,5,全部成交,2018-04-27 09:30:00
2018-04-27,09:30:00,股票,东方航空(600115.XSHG),买,市价单,1500股,6.95,10425,1500股,-,0,5,全部成交,2018-04-27 09:30:00
2018-05-03,09:30:00,股票,铜陵有色(000630.XSHE),卖,市价单,-1000股,2.57,-2570,-1000股,-,-40,7.57,全部成交,2018-05-03 09:30:00
2018-05-03,09:30:00,股票,中信银行(601998.XSHG),买,市价单,8200股,6.47,53054,8200股,-,0,13.26,全部成交,2018-05-03 09:30:00
2018-05-04,09:30:00,股票,广汽集团(601238.XSHG),卖,市价单,-600股,17.86,-10716,-600股,-,504,15.72,全部成交,2018-05-04 09:30:00
2018-05-04,09:30:00,股票,招商轮船(601872.XSHG),卖,市价单,-2800股,3.74,-10472,-2800股,-,56,15.47,全部成交,2018-05-04 09:30:00
2018-05-04,09:30:00,股票,万科A(000002.XSHE),买,市价单,1700股,27.26,46342,1700股,-,0,11.59,全部成交,2018-05-04 09:30:00
2018-05-04,09:30:00,股票,国电电力(600795.XSHG),买,市价单,8100股,2.9,23490,8100股,-,0,5.87,全部成交,2018-05-04 09:30:00
