日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2021-12-28,股票,普丽盛(300442.XSHE),多,2300股,2300股,43.3,99590,49990.5,21.565,-,0,4278,0股,100.79%,342863.21,29.05%
2021-12-28,股票,上汽集团(600104.XSHG),多,1600股,1600股,20.84,33344,-10160,27.19,-,0,48,0股,-23.35%,342863.21,9.73%
2021-12-28,股票,招商轮船(601872.XSHG),多,13560股,13560股,4.09,55460.4,8418.5,3.469,-,0,0,0股,17.9%,342863.21,16.18%
2021-12-28,股票,中煤能源(601898.XSHG),多,8700股,8700股,6.4,55680,8734.8,5.396,-,0,-1914,0股,18.61%,342863.21,16.24%
2021-12-28,股票,交通银行(601328.XSHG),多,8000股,8000股,4.58,36640,-4099.2,5.092,-,0,80,0股,-10.06%,342863.21,10.69%
2021-12-28,股票,中信银行(601998.XSHG),多,7500股,7500股,4.62,34650,-5745,5.386,-,0,225,0股,-14.22%,342863.21,10.11%
2021-12-28,股票,中兴通讯(000063.XSHE),多,100股,100股,32.99,3299,2124,11.75,-,0,-14,0股,180.77%,342863.21,0.96%
2021-12-28,,Cash,,,,,24199.81,,,,,,,,0
2021-12-29,股票,普丽盛(300442.XSHE),多,2300股,2300股,43.66,100418,50818.5,21.565,-,0,828,0股,102.46%,342882.01,29.29%
2021-12-29,股票,上汽集团(600104.XSHG),多,1600股,1600股,20.59,32944,-10560,27.19,-,0,-400,0股,-24.27%,342882.01,9.61%
2021-12-29,股票,招商轮船(601872.XSHG),多,13560股,13560股,4.07,55189.2,8147.3,3.469,-,0,-271.2,0股,17.32%,342882.01,16.1%
2021-12-29,股票,中煤能源(601898.XSHG),多,8700股,8700股,6.37,55419,8473.8,5.396,-,0,-261,0股,18.05%,342882.01,16.16%
2021-12-29,股票,交通银行(601328.XSHG),多,8000股,8000股,4.59,36720,-4019.2,5.092,-,0,80,0股,-9.87%,342882.01,10.71%
2021-12-29,股票,中信银行(601998.XSHG),多,7500股,7500股,4.63,34725,-5670,5.386,-,0,75,0股,-14.04%,342882.01,10.13%
2021-12-29,股票,中兴通讯(000063.XSHE),多,100股,100股,32.67,3267,2092,11.75,-,0,-32,0股,178.04%,342882.01,0.95%
2021-12-29,,Cash,,,,,24199.81,,,,,,,,0
2021-12-30,股票,普丽盛(300442.XSHE),多,2300股,2300股,43.45,99935,50335.5,21.565,-,0,-483,0股,101.48%,342312.61,29.19%
2021-12-30,股票,上汽集团(600104.XSHG),多,1600股,1600股,20.53,32848,-10656,27.19,-,0,-96,0股,-24.49%,342312.61,9.6%
2021-12-30,股票,招商轮船(601872.XSHG),多,13560股,13560股,4.08,55324.8,8282.9,3.469,-,0,135.6,0股,17.61%,342312.61,16.16%
2021-12-30,股票,中煤能源(601898.XSHG),多,8700股,8700股,6.36,55332,8386.8,5.396,-,0,-87,0股,17.87%,342312.61,16.16%
2021-12-30,股票,交通银行(601328.XSHG),多,8000股,8000股,4.6,36800,-3939.2,5.092,-,0,80,0股,-9.67%,342312.61,10.75%
2021-12-30,股票,中信银行(601998.XSHG),多,7500股,7500股,4.61,34575,-5820,5.386,-,0,-150,0股,-14.41%,342312.61,10.1%
2021-12-30,股票,中兴通讯(000063.XSHE),多,100股,100股,32.98,3298,2123,11.75,-,0,31,0股,180.68%,342312.61,0.96%
2021-12-30,,Cash,,,,,24199.81,,,,,,,,0
2021-12-31,股票,普丽盛(300442.XSHE),多,2300股,2300股,42.86,98578,48978.5,21.565,-,0,-1357,0股,98.75%,340984.81,28.91%
2021-12-31,股票,上汽集团(600104.XSHG),多,1600股,1600股,20.63,33008,-10496,27.19,-,0,160,0股,-24.13%,340984.81,9.68%
2021-12-31,股票,招商轮船(601872.XSHG),多,13560股,13560股,4.1,55596,8554.1,3.469,-,0,271.2,0股,18.18%,340984.81,16.3%
2021-12-31,股票,中煤能源(601898.XSHG),多,8700股,8700股,6.29,54723,7777.8,5.396,-,0,-609,0股,16.57%,340984.81,16.05%
2021-12-31,股票,交通银行(601328.XSHG),多,8000股,8000股,4.61,36880,-3859.2,5.092,-,0,80,0股,-9.47%,340984.81,10.82%
2021-12-31,股票,中信银行(601998.XSHG),多,7500股,7500股,4.62,34650,-5745,5.386,-,0,75,0股,-14.22%,340984.81,10.16%
2021-12-31,股票,中兴通讯(000063.XSHE),多,100股,100股,33.5,3350,2175,11.75,-,0,52,0股,185.11%,340984.81,0.98%
2021-12-31,,Cash,,,,,24199.81,,,,,,,,0
2022-01-04,股票,普丽盛(300442.XSHE),多,2300股,2300股,42.86,98578,48978.5,21.565,-,0,0,0股,98.75%,343123.81,28.73%
2022-01-04,股票,上汽集团(600104.XSHG),多,1600股,1600股,20.69,33104,-10400,27.19,-,0,96,0股,-23.91%,343123.81,9.65%
2022-01-04,股票,招商轮船(601872.XSHG),多,13560股,13560股,4.15,56274,9232.1,3.469,-,0,678,0股,19.63%,343123.81,16.4%
2022-01-04,股票,中煤能源(601898.XSHG),多,8700股,8700股,6.43,55941,8995.8,5.396,-,0,1218,0股,19.16%,343123.81,16.3%
2022-01-04,股票,交通银行(601328.XSHG),多,8000股,8000股,4.62,36960,-3779.2,5.092,-,0,80,0股,-9.28%,343123.81,10.77%
2022-01-04,股票,中信银行(601998.XSHG),多,7500股,7500股,4.63,34725,-5670,5.386,-,0,75,0股,-14.04%,343123.81,10.12%
2022-01-04,股票,中兴通讯(000063.XSHE),多,100股,100股,33.42,3342,2167,11.75,-,0,-8,0股,184.43%,343123.81,0.97%
2022-01-04,,Cash,,,,,24199.81,,,,,,,,0
2022-01-05,股票,普丽盛(300442.XSHE),多,2300股,2300股,42.73,98279,48679.5,21.565,-,0,-299,0股,98.15%,343129.81,28.64%
2022-01-05,股票,上汽集团(600104.XSHG),多,1600股,1600股,20.95,33520,-9984,27.19,-,0,416,0股,-22.95%,343129.81,9.77%
2022-01-05,股票,招商轮船(601872.XSHG),多,13560股,13560股,4.15,56274,9232.1,3.469,-,0,0,0股,19.63%,343129.81,16.4%
2022-01-05,股票,中煤能源(601898.XSHG),多,8700股,8700股,6.36,55332,8386.8,5.396,-,0,-609,0股,17.87%,343129.81,16.13%
2022-01-05,股票,交通银行(601328.XSHG),多,8000股,8000股,4.66,37280,-3459.2,5.092,-,0,320,0股,-8.49%,343129.81,10.86%
2022-01-05,股票,中信银行(601998.XSHG),多,7500股,7500股,4.66,34950,-5445,5.386,-,0,225,0股,-13.48%,343129.81,10.19%
2022-01-05,股票,中兴通讯(000063.XSHE),多,100股,100股,32.95,3295,2120,11.75,-,0,-47,0股,180.43%,343129.81,0.96%
2022-01-05,,Cash,,,,,24199.81,,,,,,,,0
2022-01-06,股票,普丽盛(300442.XSHE),多,2300股,2300股,43,98900,49300.5,21.565,-,0,621,0股,99.4%,342915.81,28.84%
2022-01-06,股票,上汽集团(600104.XSHG),多,1600股,1600股,20.61,32976,-10528,27.19,-,0,-544,0股,-24.2%,342915.81,9.62%
2022-01-06,股票,招商轮船(601872.XSHG),多,13560股,13560股,4.15,56274,9232.1,3.469,-,0,0,0股,19.63%,342915.81,16.41%
2022-01-06,股票,中煤能源(601898.XSHG),多,8700股,8700股,6.36,55332,8386.8,5.396,-,0,0,0股,17.87%,342915.81,16.14%
2022-01-06,股票,交通银行(601328.XSHG),多,8000股,8000股,4.65,37200,-3539.2,5.092,-,0,-80,0股,-8.69%,342915.81,10.85%
2022-01-06,股票,中信银行(601998.XSHG),多,7500股,7500股,4.63,34725,-5670,5.386,-,0,-225,0股,-14.04%,342915.81,10.13%
2022-01-06,股票,中兴通讯(000063.XSHE),多,100股,100股,33.09,3309,2134,11.75,-,0,14,0股,181.62%,342915.81,0.96%
2022-01-06,,Cash,,,,,24199.81,,,,,,,,0
2022-01-07,股票,普丽盛(300442.XSHE),多,2300股,2300股,42.85,98555,48955.5,21.565,-,0,-345,0股,98.7%,344552.81,28.6%
2022-01-07,股票,上汽集团(600104.XSHG),多,1600股,1600股,20.66,33056,-10448,27.19,-,0,80,0股,-24.02%,344552.81,9.59%
2022-01-07,股票,招商轮船(601872.XSHG),多,13560股,13560股,4.15,56274,9232.1,3.469,-,0,0,0股,19.63%,344552.81,16.33%
2022-01-07,股票,中煤能源(601898.XSHG),多,8700股,8700股,6.44,56028,9082.8,5.396,-,0,696,0股,19.35%,344552.81,16.26%
2022-01-07,股票,交通银行(601328.XSHG),多,8000股,8000股,4.73,37840,-2899.2,5.092,-,0,640,0股,-7.12%,344552.81,10.98%
2022-01-07,股票,中信银行(601998.XSHG),多,7500股,7500股,4.7,35250,-5145,5.386,-,0,525,0股,-12.74%,344552.81,10.23%
2022-01-07,股票,中兴通讯(000063.XSHE),多,100股,100股,33.5,3350,2175,11.75,-,0,41,0股,185.11%,344552.81,0.97%
2022-01-07,,Cash,,,,,24199.81,,,,,,,,0
2022-01-10,股票,普丽盛(300442.XSHE),多,2300股,2300股,42.88,98624,49024.5,21.565,-,0,69,0股,98.84%,346785.81,28.44%
2022-01-10,股票,上汽集团(600104.XSHG),多,1600股,1600股,20.75,33200,-10304,27.19,-,0,144,0股,-23.69%,346785.81,9.57%
2022-01-10,股票,招商轮船(601872.XSHG),多,13560股,13560股,4.15,56274,9232.1,3.469,-,0,0,0股,19.63%,346785.81,16.23%
2022-01-10,股票,中煤能源(601898.XSHG),多,8700股,8700股,6.65,57855,10909.8,5.396,-,0,1827,0股,23.24%,346785.81,16.68%
2022-01-10,股票,交通银行(601328.XSHG),多,8000股,8000股,4.75,38000,-2739.2,5.092,-,0,160,0股,-6.72%,346785.81,10.96%
2022-01-10,股票,中信银行(601998.XSHG),多,7500股,7500股,4.69,35175,-5220,5.386,-,0,-75,0股,-12.92%,346785.81,10.14%
2022-01-10,股票,中兴通讯(000063.XSHE),多,100股,100股,34.58,3458,2283,11.75,-,0,108,0股,194.3%,346785.81,1%
2022-01-10,,Cash,,,,,24199.81,,,,,,,,0
2022-01-11,股票,普丽盛(300442.XSHE),多,2300股,2300股,42.83,98509,48909.5,21.565,-,0,-115,0股,98.61%,346040.01,28.47%
2022-01-11,股票,上汽集团(600104.XSHG),多,1600股,1600股,20.31,32496,-11008,27.19,-,0,-704,0股,-25.3%,346040.01,9.39%
2022-01-11,股票,招商轮船(601872.XSHG),多,13560股,13560股,4.17,56545.2,9503.3,3.469,-,0,271.2,0股,20.2%,346040.01,16.34%
2022-01-11,股票,中煤能源(601898.XSHG),多,8700股,8700股,6.57,57159,10213.8,5.396,-,0,-696,0股,21.76%,346040.01,16.52%
2022-01-11,股票,交通银行(601328.XSHG),多,8000股,8000股,4.78,38240,-2499.2,5.092,-,0,240,0股,-6.13%,346040.01,11.05%
2022-01-11,股票,中信银行(601998.XSHG),多,7500股,7500股,4.73,35475,-4920,5.386,-,0,300,0股,-12.18%,346040.01,10.25%
2022-01-11,股票,中兴通讯(000063.XSHE),多,100股,100股,34.16,3416,2241,11.75,-,0,-42,0股,190.72%,346040.01,0.99%
2022-01-11,,Cash,,,,,24199.81,,,,,,,,0
2022-01-12,股票,普丽盛(300442.XSHE),多,2300股,2300股,44.94,103362,53762.5,21.565,-,0,4853,0股,108.39%,349930.61,29.54%
2022-01-12,股票,上汽集团(600104.XSHG),多,1600股,1600股,20.37,32592,-10912,27.19,-,0,96,0股,-25.08%,349930.61,9.31%
2022-01-12,股票,招商轮船(601872.XSHG),多,13560股,13560股,4.13,56002.8,8960.9,3.469,-,0,-542.4,0股,19.05%,349930.61,16%
2022-01-12,股票,中煤能源(601898.XSHG),多,8700股,8700股,6.53,56811,9865.8,5.396,-,0,-348,0股,21.02%,349930.61,16.23%
2022-01-12,股票,交通银行(601328.XSHG),多,8000股,8000股,4.76,38080,-2659.2,5.092,-,0,-160,0股,-6.53%,349930.61,10.88%
2022-01-12,股票,中信银行(601998.XSHG),多,7500股,7500股,4.73,35475,-4920,5.386,-,0,0,0股,-12.18%,349930.61,10.14%
2022-01-12,股票,中兴通讯(000063.XSHE),多,100股,100股,34.08,3408,2233,11.75,-,0,-8,0股,190.04%,349930.61,0.97%
2022-01-12,,Cash,,,,,24199.81,,,,,,,,0
2022-01-13,股票,普丽盛(300442.XSHE),多,2300股,2300股,45.24,104052,54452.5,21.565,-,0,690,0股,109.78%,351676.61,29.59%
2022-01-13,股票,上汽集团(600104.XSHG),多,1600股,1600股,20.12,32192,-11312,27.19,-,0,-400,0股,-26%,351676.61,9.15%
2022-01-13,股票,招商轮船(601872.XSHG),多,13560股,13560股,4.13,56002.8,8960.9,3.469,-,0,0,0股,19.05%,351676.61,15.92%
2022-01-13,股票,中煤能源(601898.XSHG),多,8700股,8700股,6.65,57855,10909.8,5.396,-,0,1044,0股,23.24%,351676.61,16.45%
2022-01-13,股票,交通银行(601328.XSHG),多,8000股,8000股,4.81,38480,-2259.2,5.092,-,0,400,0股,-5.55%,351676.61,10.94%
2022-01-13,股票,中信银行(601998.XSHG),多,7500股,7500股,4.74,35550,-4845,5.386,-,0,75,0股,-11.99%,351676.61,10.11%
2022-01-13,股票,中兴通讯(000063.XSHE),多,100股,100股,33.45,3345,2170,11.75,-,0,-63,0股,184.68%,351676.61,0.95%
2022-01-13,,Cash,,,,,24199.81,,,,,,,,0
2022-01-14,股票,普丽盛(300442.XSHE),多,2300股,2300股,45.54,104742,55142.5,21.565,-,0,690,0股,111.18%,346734.61,30.21%
2022-01-14,股票,上汽集团(600104.XSHG),多,1600股,1600股,19.82,31712,-11792,27.19,-,0,-480,0股,-27.11%,346734.61,9.15%
2022-01-14,股票,招商轮船(601872.XSHG),多,13560股,13560股,4.03,54646.8,7604.9,3.469,-,0,-1356,0股,16.17%,346734.61,15.76%
2022-01-14,股票,中煤能源(601898.XSHG),多,8700股,8700股,6.37,55419,8473.8,5.396,-,0,-2436,0股,18.05%,346734.61,15.98%
2022-01-14,股票,交通银行(601328.XSHG),多,8000股,8000股,4.73,37840,-2899.2,5.092,-,0,-640,0股,-7.12%,346734.61,10.91%
2022-01-14,股票,中信银行(601998.XSHG),多,7500股,7500股,4.65,34875,-5520,5.386,-,0,-675,0股,-13.67%,346734.61,10.06%
2022-01-14,股票,中兴通讯(000063.XSHE),多,100股,100股,33,3300,2125,11.75,-,0,-45,0股,180.85%,346734.61,0.95%
2022-01-14,,Cash,,,,,24199.81,,,,,,,,0
2022-01-17,股票,普丽盛(300442.XSHE),多,2300股,2300股,43.99,101177,51577.5,21.565,-,0,-3565,0股,103.99%,341944.61,29.59%
