regime,n_trades,win_rate,avg_pnl,cumulative_pnl
BEAR,1590,0.4861635220125786,0.010930073257952854,17.378816480145037
BULL,913,0.4709748083242059,0.012945433912633461,11.81918116223435
CHOPPY_BEAR,106,0.44339622641509435,-0.0016105026877957663,-0.17071328490635124
SIDEWAYS,218,0.5137614678899083,0.019727353174296795,4.300562991996701
